"Formes";"Texte1";"Texte2";"Texte3";"Texte4";"Texte5";"Texte6";"Texte7";"Texte8";"Texte9";"Texte10";"Texte11";"Texte12"
"pratz";0;0;0;0;1;0;0;0;0;0;0;0
"prec";0;0;0;0;0;0;0;0;1;0;0;0
"precs";0;0;0;0;1;1;0;0;0;0;0;0
"prein";1;0;0;0;0;0;0;0;0;0;0;0
"preitz";0;0;0;0;0;0;0;1;0;0;0;0
"pren";1;0;0;0;1;0;0;1;0;1;0;0
"pres";0;1;0;1;1;0;0;2;0;1;0;0
"pretz";1;0;6;1;1;2;1;0;0;3;1;0
"prezatz";0;0;0;0;1;0;0;0;0;0;0;0
"prezon";0;1;0;0;0;0;0;0;0;0;0;0
"prima";0;0;1;0;0;0;0;0;0;0;0;0
"prims";0;0;0;0;0;0;0;0;0;0;1;0
"pro";0;0;0;0;0;1;0;0;0;2;0;0
"proar";0;0;1;0;0;0;0;0;0;0;0;0
"proat";0;0;0;0;0;0;1;0;0;0;0;0
"proatz";0;0;0;0;1;0;0;0;0;0;0;0
"proesa";0;0;0;0;1;0;0;0;0;0;0;0
"pron";0;0;0;0;0;0;0;0;0;1;0;0
"pros";1;0;0;0;0;1;0;0;0;1;1;0
"puoc";0;1;0;0;0;0;0;0;0;0;0;0
"puoi";0;0;1;0;0;0;0;0;0;0;0;0
"puois";0;0;1;0;3;0;2;1;0;0;0;0
"puosc";1;2;0;0;0;1;1;1;2;0;0;0
"puosca";0;0;0;0;0;0;0;0;1;0;1;0
"qa";0;0;0;0;0;0;0;0;0;1;0;2
"qabon";0;0;0;0;0;0;0;0;0;1;0;0
"qai";0;0;0;0;0;0;0;0;0;1;0;0
"qaman";0;0;0;0;0;0;0;0;0;0;1;0
"qamon";0;0;0;0;0;0;0;1;0;0;0;0
"qamors";0;0;0;0;0;0;0;0;0;0;1;0
"qan";0;2;3;3;3;1;1;2;0;1;1;0
"qanc";0;0;1;0;0;0;0;0;0;0;0;0
"qand";1;1;0;0;2;0;0;0;0;0;0;3
"qanz";0;0;0;0;0;1;0;0;0;0;0;0
"qaura";0;0;0;0;1;0;0;0;0;0;0;0
"qe";1;0;0;0;1;3;0;0;2;2;0;0
"qec";0;0;0;0;0;0;1;0;0;0;0;0
"qecs";0;0;0;0;0;0;0;1;1;0;0;0
"qeil";1;0;1;1;1;0;0;1;0;1;1;1
"qeira";0;0;0;0;0;0;0;0;0;1;0;0
"qeis";1;0;3;0;1;3;0;0;0;0;0;0
"qel";1;0;2;0;0;0;0;2;0;3;2;0
"qelam";0;0;0;0;1;0;0;0;0;0;0;0
"qella";0;0;0;0;0;0;0;1;0;0;0;0
"qelmon";0;0;0;0;0;0;0;0;0;0;1;0
"qels";0;0;0;0;0;1;0;0;0;0;0;0
"qem";0;0;0;1;4;0;3;2;5;1;2;2
"qen";0;2;1;6;0;0;0;1;1;1;4;1
"qenbaillia";0;0;0;0;0;0;0;0;1;0;0;0
"qenseingn";0;0;1;0;0;0;0;0;0;0;0;0
"qentendant";0;0;1;0;0;0;0;0;0;0;0;0
"qentot";0;0;0;0;0;0;1;0;0;0;0;0
"qentre";0;0;0;0;1;0;0;0;0;0;0;0
"qentrels";0;0;0;0;1;0;0;0;0;0;0;0
"qera";0;0;0;1;0;0;0;0;0;0;0;0
"qeram";0;0;0;0;1;0;0;0;0;0;1;0
"qeras";0;0;0;0;1;0;0;0;0;0;0;0
"qerre";0;0;0;1;0;0;0;0;0;1;0;0
"qes";1;0;0;0;0;0;0;0;0;0;0;0
"qet";0;0;0;1;0;0;0;0;0;0;1;0
"qi";0;0;0;0;1;0;0;0;0;0;0;0
"qier";0;1;0;1;0;0;0;0;0;0;0;0
"qieu";1;4;1;1;1;1;3;2;0;1;7;2
"qieus";0;0;0;0;0;0;0;0;0;0;0;1
"qil";0;0;0;0;0;0;0;0;0;3;0;0
"qils";0;0;0;0;0;1;0;0;0;0;0;0
"qim";0;0;0;0;0;0;0;0;0;0;0;1
"qinz";0;0;0;0;0;0;0;0;0;0;1;0
"qnc";0;1;0;0;0;0;0;0;0;0;0;0
"quand";1;0;0;0;0;0;0;0;0;0;0;0
"que";5;4;7;10;9;14;16;8;15;9;14;3
"queel";0;0;0;0;0;0;0;0;0;0;0;1
"queeu";0;0;0;0;0;0;1;0;0;0;0;0
"quelamics";0;0;0;0;0;0;1;0;0;0;0;0
"quen";0;0;0;0;0;0;0;0;0;1;0;0
"quers";0;0;0;1;0;0;0;0;0;0;0;0
"questiers";0;0;0;0;0;0;0;0;0;1;0;0
"queu";0;0;0;0;0;0;0;0;1;0;0;1
"qui";1;1;1;2;1;3;0;3;1;1;1;3
"quieu";0;2;0;0;0;0;0;0;0;0;0;0
"quii";0;0;0;0;0;0;0;0;0;1;0;0
"quil";0;0;0;0;0;0;0;0;0;0;1;0
"quis";0;1;0;0;0;0;0;0;0;0;0;0
"quo";0;0;0;0;0;0;0;0;0;0;0;1
"qus";0;0;1;0;0;0;0;0;0;0;0;0
"ram";1;0;0;0;0;0;0;0;0;0;0;0
"rars";0;0;0;1;0;0;0;0;0;0;0;0
"razon";0;0;1;0;1;0;0;0;0;1;0;0
"razonar";0;0;0;0;0;1;0;0;0;0;0;0
"razones";0;0;0;0;0;1;0;0;0;0;0;0
"razos";0;1;0;0;0;1;0;0;0;0;0;0
"re";0;0;0;0;0;0;1;0;0;0;0;0
"recobrar";0;0;0;0;0;1;0;0;0;0;0;0
"recreia";0;0;0;0;0;0;0;0;0;1;0;0
"recrezen";1;0;0;0;0;0;0;0;0;0;0;0
"refers";0;0;0;1;0;0;0;0;0;0;0;0
"refraing";0;0;0;0;0;0;0;1;0;0;0;0
"reis";1;0;0;0;0;0;0;0;0;0;0;0
"remaigna";0;0;0;1;0;0;0;0;0;0;0;0
"remaing";0;0;0;0;0;0;0;1;0;0;0;0
"remaner";0;0;0;0;0;0;0;0;0;0;0;1
"remases";0;0;0;0;0;1;0;0;0;0;0;0
"remir";0;0;0;0;0;0;0;0;0;0;0;1
"ren";0;0;1;2;0;0;1;1;2;1;2;0
"repayma";0;0;1;0;0;0;0;0;0;0;0;0
"repenta";0;0;0;0;0;0;0;0;0;0;1;0
"res";0;0;0;1;0;0;0;1;0;1;0;1
"resortz";0;0;0;0;1;0;0;0;0;0;0;0
"resplandir";0;0;0;0;0;0;0;1;0;0;0;0
"resson";0;0;0;0;0;0;0;0;0;1;0;0
"restaura";0;0;0;0;0;0;0;0;0;0;1;0
"reten";0;0;0;0;1;0;0;0;0;0;0;0
"retenir";0;0;0;0;0;0;0;0;1;0;0;0
"retrais";0;0;0;0;1;0;0;0;0;0;0;0
"retrar";0;0;0;0;0;0;0;0;0;0;1;0
"reuerta";0;0;1;0;0;0;0;0;0;0;0;0
"reuiu";0;1;0;0;0;0;0;0;0;0;0;0
"ri";0;0;0;0;1;0;0;0;0;0;0;0
"ric";0;0;1;0;0;0;1;0;0;0;0;0
"richa";0;0;0;1;0;0;0;0;0;0;0;0
"ricors";0;0;0;0;0;1;0;0;0;0;0;0
"rics";0;0;0;0;1;0;0;0;0;1;0;0
"rictat";0;0;0;0;0;0;0;0;1;0;0;0
"rocha";0;1;0;0;0;0;0;0;0;0;0;0
"sa";1;0;2;0;0;1;1;0;0;0;4;0
"sab";0;0;0;1;0;0;0;0;0;0;0;0
"saber";0;0;0;2;0;1;0;0;1;0;0;2
"sabers";0;0;1;0;0;0;0;0;0;0;0;0
"sabon";0;0;1;0;0;0;0;0;0;0;0;0
"sabor";1;0;2;0;0;0;0;0;0;0;0;0
"sabretz";0;0;0;0;1;0;0;0;0;0;0;0
"sabria";0;0;0;0;0;0;0;0;0;0;0;2
"sabricha";0;0;0;1;0;0;0;0;0;0;0;0
"sacsetz";0;0;0;0;0;0;0;0;0;0;0;1
"saficha";0;0;0;1;0;0;0;0;0;0;0;0
"safraing";0;0;0;0;0;0;0;1;0;0;0;0
"safrais";0;0;0;0;1;0;0;0;0;0;0;0
"sagenssa";0;0;0;0;0;1;0;0;0;0;0;0
"sagramen";0;1;0;0;0;0;0;0;0;0;0;0
"sai";0;1;0;0;0;0;1;0;1;0;0;2
"saicel";0;0;0;0;0;0;0;0;0;1;0;0
"sainta";1;0;0;0;0;0;0;0;0;0;0;0
"salegra";0;0;0;1;0;0;0;0;0;0;0;0
"saluador";1;0;0;0;0;0;0;0;0;0;0;0
"samador";0;0;0;0;0;1;0;0;0;0;0;0
"samor";0;0;0;0;0;0;0;0;0;0;1;0
"samors";0;0;0;0;0;0;1;0;0;0;0;0
"san";0;0;0;1;0;0;0;0;0;0;0;0
"sap";0;0;1;0;0;1;1;2;0;0;0;1
"saparenta";0;0;0;0;0;0;0;0;0;0;1;0
"sapel";0;0;0;0;0;1;0;0;0;0;0;0
"sas";0;0;0;0;1;0;0;0;0;0;0;0
"sataing";0;0;0;0;0;0;0;1;0;0;0;0
"sauais";0;1;0;0;1;1;0;0;0;0;0;0
"sauaric";0;0;0;0;0;0;1;1;0;0;0;0
"sauen";0;0;0;0;1;0;0;0;0;0;0;0
"sauenia";0;0;0;0;0;1;0;0;0;0;0;0
"saup";0;0;0;0;0;0;0;0;0;0;1;0
"sazos";0;0;0;0;0;2;0;1;0;0;0;0
"sciensa";0;0;0;0;0;0;0;0;0;0;0;1
"se";0;0;0;0;0;0;0;0;0;0;1;0
"sec";0;0;3;2;0;0;0;0;0;0;0;0
"segle";0;0;0;0;0;0;0;0;0;0;0;1
"segre";0;0;0;0;0;0;0;0;0;0;0;1
"segues";0;0;0;0;0;0;0;0;0;1;0;0
"segurs";0;1;0;0;0;0;0;0;0;0;0;0
"seignen";0;0;0;0;0;0;0;1;0;0;0;0
"seigner";0;0;0;0;1;2;0;0;1;2;0;0
"seignor";2;0;0;0;0;0;0;0;0;3;0;0
"seignoria";0;0;0;0;0;0;0;0;0;0;1;0
"seignorius";0;0;0;0;0;1;0;0;0;0;0;0
"seignors";0;0;0;0;1;1;0;0;1;0;0;0
"sella";0;0;0;0;0;0;1;0;0;0;0;0
"sembla";0;0;1;0;0;1;0;0;0;0;0;0
"semblan";0;0;0;1;0;0;1;0;1;1;1;0
"semblansa";0;0;0;0;0;0;0;0;0;0;0;1
"semblanssa";0;0;0;0;0;0;0;0;0;1;0;0
"semblant";0;0;1;0;0;0;0;0;0;0;0;0
"sen";1;0;0;0;1;1;0;0;0;1;1;3
"senanses";0;0;0;0;0;1;0;0;0;0;0;0
"senbleran";0;0;0;0;0;0;0;0;0;1;0;0
"senes";0;0;0;0;0;0;0;0;0;1;0;1
"sens";0;0;1;0;0;1;0;0;0;0;1;0
"sent";0;0;0;0;0;0;0;2;0;0;0;0
"senta";0;0;0;0;0;0;0;0;0;0;1;0
"sentiers";0;0;0;0;0;0;0;0;0;0;1;0
"sera";0;0;0;0;1;0;0;0;0;1;0;0
"serai";0;2;0;0;0;0;0;0;0;0;1;0
"seran";0;1;0;0;0;0;0;0;0;0;0;0
"seretz";0;0;0;0;3;0;0;0;0;0;0;0
"seria";0;0;0;0;0;0;0;0;0;0;0;1
"serion";0;0;0;0;0;0;0;0;1;0;0;0
"sers";0;0;0;1;0;0;0;1;0;0;0;0
"sertz";0;0;0;0;0;0;0;0;0;0;1;0
"seru";0;0;0;0;0;0;0;1;0;2;0;0
"seruidor";0;0;0;0;0;0;0;0;0;2;0;0
"seruir";0;0;0;0;0;0;0;1;0;2;1;1
"seruire";0;0;0;0;0;0;0;0;0;1;0;0
"seruirs";0;0;0;0;0;0;0;0;0;1;0;0
"seruit";0;0;0;0;0;0;0;0;0;1;0;0
"seruizi";1;0;0;0;0;0;0;0;0;0;0;0
"ses";0;0;3;2;1;1;0;2;2;4;1;1
"sesduis";0;0;0;0;1;0;0;0;0;0;0;0
"sesparec";0;0;0;1;0;0;0;0;0;0;0;0
"sesperta";0;0;1;0;0;0;0;0;0;0;0;0
"setz";0;0;0;1;0;0;0;0;0;0;0;0
"si";0;0;0;6;6;3;5;1;3;7;2;1
"sia";0;1;0;0;2;1;0;0;1;0;3;1
"siaz";0;0;0;0;1;0;0;0;0;0;0;0
"sideuos";0;0;0;0;0;0;0;0;1;0;0;0
"siei";0;0;0;0;0;0;0;0;1;0;0;0
"sien";0;0;0;0;0;0;0;1;0;0;0;0
"sieu";1;0;0;0;0;2;3;0;0;2;4;1
"sieus";0;0;0;0;1;0;1;1;0;0;0;0
"sii";0;0;0;0;0;0;1;0;0;0;0;0
"sil";0;1;0;0;0;1;3;0;0;0;0;0
"sim";0;0;0;0;1;0;1;0;0;0;3;0
"simet";0;0;0;0;1;0;0;0;0;0;0;0
"sin";0;0;0;0;0;0;1;0;0;0;0;0
"sino";0;0;0;0;0;0;0;0;0;1;0;0
"sion";0;1;1;0;0;0;0;0;0;0;0;0
"sis";0;0;0;0;0;2;0;0;0;0;0;1
"sit";0;0;0;1;0;0;0;0;0;0;0;0
"siuals";0;0;0;0;0;0;0;0;1;0;0;0
"siuos";0;0;0;0;0;0;0;0;1;0;0;0
"snffrenssa";0;0;0;0;0;0;0;0;1;0;0;0
"so";0;2;1;3;2;0;3;2;0;1;3;1
"soanat";0;0;0;0;0;0;0;1;0;0;0;0
"sobramars";0;0;0;1;0;0;0;0;0;0;0;0
"sobre";0;0;0;0;0;1;0;0;0;0;0;0
"sobregabars";0;0;0;1;0;0;0;0;0;0;0;0
"sobreira";0;0;0;0;0;0;0;0;0;0;0;1
"sobrel";0;0;0;0;0;0;0;0;0;0;0;1
"sobretotz";0;0;0;0;1;0;0;0;0;0;0;0
"sobriers";0;0;0;0;0;2;0;0;0;0;0;0
"socors";0;0;0;0;1;1;0;0;0;0;0;0
"sofers";0;0;0;1;0;0;0;0;0;0;0;0
"sofert";0;0;0;0;0;1;0;0;0;0;0;0
"soffren";1;0;1;0;0;0;0;0;0;0;0;0
"sofraing";0;0;0;0;0;0;0;1;0;0;0;0
"sofrir";0;0;0;0;0;0;0;1;0;0;0;0
"sol";0;0;0;0;0;1;0;0;0;0;2;0
"solatz";0;1;0;0;1;1;0;0;0;0;0;0
"solia";0;0;0;0;0;0;0;0;0;0;0;1
"som";0;0;0;0;0;0;0;0;0;1;0;0
"somos";0;0;0;0;0;1;0;0;0;0;0;0
"son";4;0;4;0;0;2;1;6;2;4;2;1
"sonret";0;0;0;0;1;0;0;0;0;0;0;0
"sont";0;0;0;0;0;0;0;0;0;0;0;1
"sordeia";0;0;0;0;0;0;0;0;0;1;0;0
"sordeiar";0;0;1;0;0;0;0;0;0;0;0;0
"sordeior";0;1;0;0;0;0;0;0;0;0;0;0
"sordeiors";0;0;0;0;0;1;0;0;0;0;0;0
"sors";0;0;0;0;1;0;0;0;0;0;0;0
"sortz";0;0;0;0;1;0;0;0;0;0;1;0
"sos";0;0;0;0;0;1;0;1;0;1;3;2
"sospeissos";0;0;0;0;0;1;0;0;0;0;0;0
"sospir";0;0;0;0;0;0;0;0;1;0;0;0
"souen";0;0;0;0;0;0;0;1;0;0;0;0
"souent";0;0;0;0;0;0;0;0;0;0;0;1
"sui";1;6;0;2;2;3;1;1;1;0;2;0
"taigneria";0;0;0;0;0;0;0;0;1;0;0;0
"taignia";0;0;0;0;0;0;0;0;0;0;0;1
"taing";0;0;0;0;0;3;0;0;0;3;0;2
"taiug";0;0;0;0;0;0;0;0;0;1;0;0
"tal";0;1;0;1;0;1;0;0;0;0;2;0
"talan";0;0;0;0;0;0;1;1;0;1;1;0
"talans";0;0;0;0;0;0;0;0;0;0;0;1
"talenta";0;0;0;0;0;0;0;0;0;0;1;0
"tals";0;0;0;0;0;0;0;0;0;0;1;1
"tan";0;0;0;1;0;0;0;0;0;0;2;0
"tant";2;0;1;5;3;3;3;2;2;3;9;4
"tantas";0;0;0;1;0;0;0;0;0;0;0;0
"tastar";1;0;0;0;0;0;0;0;0;0;0;0
"teigna";0;0;0;0;0;0;0;0;1;0;0;0
"tem";0;1;0;0;0;0;0;0;0;0;1;0
"temps";1;1;1;0;3;1;1;1;0;0;0;0
"ten";1;0;0;2;0;0;0;1;1;1;0;0
"tenc";0;0;1;0;0;0;0;1;0;0;0;0
"tene";0;1;0;0;0;0;0;0;0;0;0;0
"tenens";0;0;0;0;1;0;0;0;0;0;0;0
"tener";0;0;1;0;0;0;0;0;0;0;0;1
"tenga";0;0;0;1;0;0;0;0;0;0;0;0
"tengues";0;0;0;0;0;0;1;0;0;0;0;1
"tenial";0;0;0;1;0;0;0;0;0;0;0;0
"tenon";1;0;0;0;0;0;0;0;0;0;0;0
"tenrai";0;1;0;0;0;0;0;0;0;0;0;0
"tenssos";0;0;0;0;0;1;0;0;0;0;0;0
"tenuai";0;0;0;0;0;0;0;0;0;0;1;0
"tenx";0;0;0;0;0;0;0;0;0;0;1;0
"terra";0;1;0;1;0;0;0;0;0;0;0;0
"tes";0;0;0;0;1;0;0;0;0;0;0;0
"ti";0;0;0;1;0;0;0;0;0;0;0;0
"tiran";0;0;0;0;0;0;1;0;0;0;0;0
"tol";0;0;0;0;1;1;0;0;0;0;0;0
"tolgues";0;0;0;0;0;0;1;0;0;0;0;0
"tollafan";0;0;0;0;1;0;0;0;0;0;0;0
"tor";0;0;0;0;1;0;0;0;0;0;0;0
"tormenta";0;0;0;0;0;0;0;0;0;0;1;0
"torna";0;0;1;0;0;0;0;0;0;0;0;0
"tornat";1;0;1;0;0;0;0;0;0;0;0;0
"tornatz";1;0;0;0;0;0;0;0;0;0;0;0
"tornei";0;0;0;0;1;0;0;0;0;0;0;0
"tort";0;0;0;1;1;0;0;0;0;0;0;0
"tortz";0;0;0;0;2;0;0;0;0;0;0;0
"tot";0;1;2;1;1;1;1;2;0;2;1;1
"tota";0;0;0;0;0;0;0;0;0;1;0;0
"totz";0;1;0;0;0;2;0;0;0;1;2;1
"trac";0;0;0;0;0;0;0;0;0;0;1;0
"trafana";0;0;0;0;0;1;0;0;0;0;0;0
"trahitz";0;1;0;0;0;0;0;0;0;0;0;0
"traic";0;0;0;0;0;0;0;0;0;1;0;0
"traich";0;0;0;0;0;0;1;0;0;0;0;0
"trair";0;0;1;0;0;0;0;0;0;0;0;0
"trais";0;0;0;0;1;0;0;0;0;0;0;0
"trait";0;0;0;1;0;0;0;0;0;0;0;0
"trameses";0;0;0;0;0;0;0;0;1;0;0;0
"trauers";0;0;0;1;0;0;0;0;0;0;0;0
"trebail";0;0;0;0;0;0;0;0;0;0;1;0
"trebaills";0;0;0;0;0;1;0;0;0;0;0;0
"trenta";0;0;0;0;0;0;0;0;0;0;1;0
"tres";0;0;0;0;0;0;0;0;1;0;0;0
"trespas";0;0;0;0;0;1;0;0;0;0;0;0
"treus";0;0;0;0;1;0;0;0;0;0;0;0
"tria";0;0;0;0;0;0;0;0;0;0;1;0
"triar";0;0;0;0;0;1;0;0;0;0;1;0
"tric";0;0;0;0;0;0;0;0;0;0;0;1
"tricha";0;0;0;1;0;0;0;0;0;0;0;0
"trichadors";0;0;0;0;0;1;0;0;0;0;0;0
"tro";0;0;0;2;0;0;1;0;0;0;1;0
"trob";0;0;0;0;0;0;0;0;0;0;1;0
"troba";0;0;0;0;0;0;0;0;0;1;0;0
"trobar";0;3;0;0;0;0;0;0;2;0;0;0
"trobaras";0;0;0;1;0;0;0;0;0;0;0;0
"trobars";0;0;0;1;0;0;0;0;0;0;0;0
"trobat";0;0;0;0;0;0;0;0;0;0;0;1
"trobes";0;0;0;0;0;1;0;0;0;1;0;0
"trobetz";0;0;0;0;0;0;1;0;0;0;0;0
"trop";0;0;0;0;0;1;0;0;0;1;4;0
"tu";0;0;0;2;0;0;0;0;0;0;0;0
"tuich";0;0;0;0;0;0;0;0;1;1;0;0
"tuoil";0;0;0;0;1;0;0;0;0;0;0;0
"turbadeia";0;0;0;0;0;0;0;0;0;1;0;0
"turc";1;0;0;0;0;0;0;0;0;0;0;0
"turmen";1;0;0;0;0;0;0;0;0;0;0;0
"uai";0;0;0;1;0;0;0;1;1;0;2;0
"uaill";0;0;0;0;0;0;1;0;0;0;0;0
"uailla";0;0;0;0;0;0;1;0;0;0;0;0
"ual";0;0;0;0;1;1;1;0;0;1;0;1
"ualen";0;0;0;0;0;0;0;1;1;0;0;0
"ualens";0;0;0;1;0;0;0;0;0;0;0;0
"ualenssa";0;0;0;0;0;0;0;0;1;0;0;0
"ualer";0;0;0;0;0;0;0;1;0;0;0;4
"ualgra";0;0;0;1;0;0;0;0;0;0;0;0
"ualgues";0;0;0;0;0;1;0;0;0;0;1;0
"ualgut";0;0;0;0;0;0;2;0;0;0;0;0
"ualia";0;0;0;0;0;0;2;0;0;0;0;0
"ualor";1;0;0;0;0;0;0;0;0;0;0;0
"ualors";0;0;0;0;0;2;0;0;0;0;1;0
"ualram";0;0;0;1;0;0;0;0;0;0;0;0
"ualran";0;0;0;1;0;0;0;0;0;0;0;0
"ualrial";0;0;0;0;0;0;1;0;0;0;0;0
"uan";1;0;0;0;0;0;0;0;0;0;0;0
"uas";0;1;0;0;1;0;1;0;1;1;2;0
"uau";0;0;0;0;0;0;0;0;0;0;1;0
"uauc";1;0;0;1;0;0;0;0;0;0;1;0
"uberta";0;0;1;0;0;0;0;0;0;0;0;0
"ue";0;0;1;0;0;0;0;0;0;0;0;0
"uei";0;0;2;0;2;1;0;0;0;0;0;0
"ueia";0;0;0;0;0;0;0;0;0;1;0;0
"ueiam";0;0;1;0;0;0;0;0;0;0;0;0
"ueir";0;0;0;0;0;0;0;1;0;0;0;0
"uen";1;0;0;0;0;0;0;0;1;0;0;1
"uenal";0;0;0;0;0;0;0;0;0;0;0;1
"uencut";0;0;0;0;0;0;1;0;0;0;0;0
"uengues";0;0;0;0;0;0;1;0;0;0;0;0
"uenir";0;0;0;0;0;0;0;1;0;0;0;0
"uenssa";0;0;0;0;0;0;0;0;1;0;0;0
"uerais";0;0;0;0;1;2;0;0;0;0;0;0
"uerdor";1;0;0;0;0;0;0;0;0;0;0;0
"uergans";0;0;0;0;1;0;0;0;0;0;0;0
"uergoigna";0;0;0;0;1;0;0;0;0;0;0;0
"uermeil";1;0;0;0;0;0;0;0;0;0;0;0
"uers";1;0;2;2;0;0;0;0;0;0;1;0
"uert";1;0;8;0;0;0;0;0;0;0;0;0
"uertadiers";0;0;0;0;0;0;0;0;0;0;1;0
"uertatz";0;0;0;0;1;0;1;0;0;0;0;0
"ues";0;1;1;1;0;0;0;0;0;0;0;0
"uetz";0;1;0;1;0;1;0;0;0;0;0;1
"uezem";0;0;1;0;0;0;0;0;0;0;0;0
"uezer";0;0;0;0;0;0;0;0;1;0;0;1
"ui";0;0;1;0;0;0;0;0;0;0;1;2
"uia";0;0;0;0;0;0;0;0;0;0;0;1
"uidal";0;0;0;0;0;0;0;0;0;0;0;1
"uil";1;0;0;0;0;0;0;0;0;0;0;0
"uils";0;0;0;0;0;2;0;0;0;0;0;0
"uim";0;0;1;0;0;0;0;0;0;0;0;0
"uir";0;0;0;0;1;0;0;0;0;0;0;0
"uis";0;0;0;0;0;0;0;0;0;0;1;0
"uista";0;0;0;0;1;0;0;0;0;0;0;0
"uiurai";0;0;0;0;0;0;0;0;4;0;0;0
"uius";0;0;0;0;1;0;0;0;0;0;0;0
"un";0;0;2;1;0;0;1;1;1;1;3;0
"una";0;0;0;1;1;0;0;1;0;0;0;0
"uoi";0;1;0;0;0;0;0;0;0;0;0;0
"uol";0;0;1;0;1;0;1;3;0;0;0;2
"uoler";0;0;0;0;0;0;1;0;1;1;0;1
"uoletz";0;0;0;0;0;0;0;0;1;0;0;0
"uolgra";0;0;0;0;1;0;1;0;0;0;0;0
"uolgues";0;0;0;0;0;0;1;0;0;0;0;0
"uolgut";0;0;0;0;0;0;1;1;0;0;0;0
"uolia";0;0;0;0;0;0;1;0;0;0;0;0
"uolon";0;0;1;0;0;0;0;0;0;0;0;0
"uolontiers";0;0;0;0;0;0;0;0;0;0;1;0
"uolpillos";0;1;0;0;0;0;0;0;0;0;0;0
"uolra";0;0;0;0;0;0;0;1;0;0;0;0
"uolria";0;0;0;0;0;0;0;0;0;0;0;1
"uolua";0;0;0;0;0;1;0;0;0;0;0;0
"uos";0;0;0;0;0;0;1;0;8;0;0;3
"uostra";0;0;0;0;0;0;0;0;1;0;0;0
"uostramors";0;0;0;0;0;0;0;0;1;0;0;0
"uostre";0;0;0;0;0;0;1;0;1;0;1;1
"us";0;0;0;1;6;0;0;0;0;0;0;0
"uuoill";0;0;1;0;0;1;0;1;0;0;0;2
"vas";0;1;0;1;0;1;0;0;0;0;0;0
"vers";0;0;0;0;1;0;0;0;0;0;0;0
"vilans";1;0;0;0;0;0;0;0;0;0;0;0
"vol";0;0;1;0;0;0;0;0;0;0;0;0
"volgra";0;0;0;1;0;0;0;0;0;0;0;0
"voluen";0;0;0;1;0;0;0;0;0;0;0;0
